,Global X,Global Y,Nestin,CK7,Megalin,N/A,CD14,CD20,N/A,Calbindin,Aqp2,N/A,aSMA,VCAM-1,N/A,Beta catenin,CD31,Vimentin,CD163,WT1,Seq 22,N/A,MCP1,LC3B,N/A,CD68,MPO,N/A,CD3,IL9,N/A,Seq 17,CD56,TNF-a
7059,6510,7423,1,1,1,1,215,1,1,150,1,1,1,1,1,76,1,812,146,1,285,1,1,1,1,164,39,84,582,1,1,9.5,89.5,47
7060,1048,4169,1,1,1,1,1,1,1,1,10653,1,1,1,1,1,1,26269,1,803,1,239,1,679,1,735,1729,1,864,326,1,1,788,1
7061,1918,1657,1,1,1,1,1,1,1,831,2396,1,1,1,6366,1,1,7532,1,589,1,1,1,85,265,109,1550,1016,103,98,497,1,294.5,1
7062,708,5451,1,1,1,1,1,1,1,1,6945,16,1,4979.5,1,1,1,53534,50,1154,1,1,1,1,1,266,3465,9,1276,291.5,1,1,1179,1
7063,25,3846,1,1,1,1,1,1,1,8476,1,1,1,1,1,1,1,20058,1,1160,1,1,1,1,1,140,490,1,330,1,1,1,1319,1
7064,6825,5181,4225,4288,1,1,1,2521.5,1,7410,1,1,935,1,1,1,1,47377,157.5,582,119,1,1,395.5,1,707,523,8,1070.5,148,1,1,938,190
7065,7174,694,1,1,1,1,1,1,1,1,1,1,5166,1,1,1,1,54830,288.5,804,173,1,20,1,11,77,356,1,150,20,1,148,1,124
7066,6127,6469,104,33,1,25587,1,1,1,119.5,91.5,1,478,1,1,950,1,1,1,1,261,560,1,1,1,61,199,1,316,1,1,280,1,3
7067,1438,2675,1,1,1,9619,1,1,1,1,1,1,1,1,1,1,1,36331,1,1030,1,421,1,1,282,2,894,1,576,1,130,1,78,1
7068,6558,3291,1,1351,1,1,1,1,1,5139,1,1,1,204,410,1,227,1,8,172,1,1,25,367,1,616.5,929,50,609,4,1,1,313.5,1
7069,662,5874,1,267,475,1,1,1,1,1,1,16,1,1,1,1,1,42882,19,41,1,1,1,480,442,1,739,9,267,1,1,1,1088,1
7070,8406,753,1,269,1,2176,1,1,1,1,6296,1,387,1,1,1,1,19725.5,215.5,217,1,54,1,113,298,195,840,1,320.5,1,1,1,454,11.5
7071,861,1601,1,1,1,18,1,1,9473,1,1,1,2016,1,1,1,1,46108,1,560,1,50,1,1,74,1,2491,1,459,1,1,1,1289,1
7072,6926,3432,1,1,1,1,1,1,1,500,1,1,946,1,588,1,1,15782,11,1,19,1,1,70,63,331,283,1,460.5,168,14,1,1,300
7073,7030,8722,1,850,1,1,1,1,1,2623,3495,1,1,1,1,1,1,620,1,78,1,1,1,1,1,390,532,45,491,1,1,1,223,1
7074,5592,8698,1,1,1,1,1,1,1,5212,4454,1,1,1,1,1,1,53732,1,1589,1,1,1,1,1,475,1227,1,132,1,1,1,622,1
7075,447,6217,1,1,1,1391,1,1,1,1,1,1,1,1,1,1,1,7600,1,602,1,349,1,1,1,239,184,10,568,1,1,1,1416,1
7076,2341,1196,2251,1,1,1,1,1,1,1,1,1,29952,5007.5,1,1,1,43093,371,139.5,1,1,132,1,1,470,1666,592,1,12.5,1,1,339,1
7077,7313,2347,29,141.5,170,1,1,1,1,1196,1,1,1,154,1,305,43.5,620,65,309,236,3,1,1,1,796,662,420,779,263,1,31,445.5,160
7078,25,6622,1,7064,1,1,1,1,226,5675,1,1,1,1,2870,1,1,44246,1,25,1,1,1,477,256,834,396,1,50,791,1,1,510,1
7079,7961,2954,1,1,1,1,1,1,1,1,1281,1,1,1,1,1,1,3690,1,324,1,1,1,670,1,175,1743,1,435,1,20,1,335,245
7080,1025,4350,1,8159,1,1,1,1,741,8058,1478,1,1,1,1,1,1,45385,1,685,1,1,1,159,528,2543,918,1,1,1,1,1,124,1
7081,7734,5462,1,1,1,1,1,1,1,2481,1,1,1,1,6267,1,1,4320.5,1,332,1,1,1,249,26,449,1143,1,487,23,148,1,371,113.5
7082,8313,3057,1,2592,1,70,1,1,3840,2985,1750,1,1,1,1,1,1,1,1,623,1,2,1,689,695,183,1990,1,137,1,1,1,775,1
7083,1596,954,1,1274,1,323,1,397,1,1035,1,1,1,1,1,1,1,15292,1,828,1,115,1,73,1,120,548,1,1049,33,3,1,1362,1
7084,466,6078,1,1,1,1391,1,1,1,3171,1,1,1,1,1,1,1,29621,53,868,1,349,1,601,1,401,520,10,1,233.5,1,14,807,1
7085,550,5317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39334,1,826,1,1,1,342,1,420,567,631,91,114.5,1,1,1277,1
7086,1100,5229,1,1,1,8808,1,1,1,1,8383,1,1,1,1,1,1,52030,1,535,1,34,1,681,116,1,1498,218,1625,260,1,1,1402,1
7087,2027,2404,1,1,1,10424,1,1,1,11529,1,1,1,1,1,1,1928,24083.5,187,1,1,1,1,111,1,914,1040,1,276,232,1,1,440,38.5
7088,232,6154,1,1,1,1391,1,1,1,1,3736,1,1,1,1,1,1,29676.5,128.5,1,1,349,1,342,1,1,790,10,598.5,1,1,1,1573,1
7089,8295,3604,1,1,1,44572,1,1,1,14583,6874,1,1,1310,1,1,1037,1,1,471,1,574,1,122,1,887,2784,111,44,259,1,1,1374.5,1
7090,8126,4489,1,1,1,11510,1,1,1,6029,12211,114,1,1,333,1,1,1,39,174,1,1,1,1,403,560,1346,1,94,1,98,1,1,1
7091,2004,1332,1,1,1,1,1,1,1,4205,1,1,1,1,6366,1,1,24314,421,1250,1,1,1,1,1,500,1339,65,781,28,497,1,685,1
7092,1764,167,1,1,2010,3702,1,1,1,1,1,1,1,1,1,1,1,15576,155,748,1,1,1,88,1,87,1073,1,1,216,241,1,251,154
7093,8690,901,1,1,1297,1,1,326,51,1,7670,1,1,1,1,1,1,1,1,1041,1,1,1,413,160,27.5,557,1,258,1,1,1,1,1
7094,835,5195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34135,1,1490,1,1,1,233,1,263,818,1,598,1,1,1,442,1
7095,6144,7675,1,1,133,20501,1,290.5,1,1429,1,1,201.5,1,1,1,1,1,1,1,1,79,1,326.5,1,291,433,1,315.5,1,1,1,34,1
7096,2133,1785,1,37787,1,1,1,1209,34,8739,1,1,1,1,6366,1,1,25565,609.5,1164,1,1,1,626,53,1665,1783,1016,865,343,497,1,2193,1
7097,7752,5237,1,1,1,1,1,1,1,640,2491,1,1,1,1,1,1,29367,34,191.5,33,1,1,211.5,26,143,1869,1,306,279,1,1,137,1
7098,794,4679,1,928,1,1,1,1,80,1,1,1,1,1,1,1,1,54113,148,1,1,1,1,862,20,206,606,1,1,1,1,1,1078,1
7099,6264,7574,145.5,2717,1,7386,1,1,1,1,1,1,1,1,1,1428,1,1,342.5,676,110.5,1,1,731,1,305,212,662,465,1,1,16,1,163.5
7100,754,3654,1,1,1,1,1,1,1,1,1,1,1,1,1283,1,1,51622,1,2346,1,69,1,1,1,158,704,1,62,859,1,1,1938,1
7101,1082,2647,1,1,1,260,1,1,1,47142,44405,1,1,1,1,1,1,1,1,23,1,1,1,1,91,695,1757,1,313.5,72,130,1,238,1
7102,953,2764,1,1,1,260,1,1,1,6280,4789,1,1,1,1,1,1,18923.5,317,474.5,1,1,1,429,91,1066,1172,1,142,37,126,1,1861,1
7103,2474,242,1,1,1123,688,1,1,1,1,1,1,1,1,1,277,1,4070,394,571,1,112,178,89,1,248,446,1,96,484,1,76,175,1
7104,19,6689,1,14744,1,1,1,1,226,1,1398,1,1,1,2870,1,1,31249,1,113,153,1,120,674,256,1,1162,1,1,51,1,1,23,1
7105,8710,482,74,708,1,1,1,1,1,635,2126,1,1,1,1,1,1,14044,205,807,1,1,1,172,180,418,623,1,370,153,1,12,519,1
7106,1101,2819,1,1,1,260,1,1,1,5127,4418,1,1,1,1,1,1,4739.5,1,823,1,1,1,1,1,700,3179,1281,239,139,130,1,732,1
7107,1157,4443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51922,442,458,1,1,1,20,1025,1017,841,171,486,62,1,1,1114,1
7108,2629,247,1163,1,1,20,8171,1,1,2083,1,1,1,1,102,2792,1,14743,886,451,1,1,1,22,1,1637,1303.5,16,647,144,160,67,1307,1
7109,1342,1682,1,1,1,180,1,1,1,1,1410,1,1,1,1,1,1,48759,42,284.5,1,1,1,208,1,362,3284,325,203,1,1,1,1118,1
7110,188,6156,1,1,1,1391,1,1,1,1,1,1,1,1,1,1,1,9224.5,99,82,1,349,1,184,1,681,298.5,10,495,1,1,1,1548,1
7111,518,2080,1,1,1,1,1,1,16,1,2108,1,1,1,6130,1,1,10796.5,1,406,1,1,1,1,71,422,1141,7,631,1,662,1,269.5,1
7112,6509,6497,1,7741,1,1,1,1,1,1134,4769,1,1,1,1,222,1,1,587,214.5,39.5,1,49,197,1,227,636,1,962,19,1,81,1,1
7113,61,5051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7398,1,247,1,8,1,174,145,94,451,1,1,173,1,1,317,1
7114,8007,3643,1,1,1,1,1,1,1,9783,15578,1,1,1,17329,1,1,56844,151,217,1,1,122,163,1,657,1667,111,859,147,1,1,936,412
7115,111,6404,1,1,1,1,1,1,226,1078,1,1,1,1,1,1,1,26117,154,425,1,1,1,983,256,563,573,10,564,1,1,1,34,269
7116,2523,282,1,1,1,688,1,1,1,1,875.5,1,1,585,1,1,1,28055,148,3759,1,112,1,1,1,1,578,1,687,1,1,1,1405,1
7117,522,2869,1,1,1,1,1,1,1,6760,3113,1,1,1,1,3651,1,1,298,1,1,425,1,1,111,278,2862,140,810.5,169,1,1,458,1
7118,7525,5590,1,1,1,1,20,1,1,1,2598,1,1,49,1,1,1,19463,1,19,1,1,28,185,1,9,1340,1,520,282,1,1,300,24
7119,7041,5559,1,35134,85,1,1,1,1,5560,6350,1,895,1,1,1434,1,16825,588,694,1,258,25.5,139,36,871,1786,1,926,1,1,1,637.5,1
7120,7274,8615,1,11118,1,1,1,1,1,2679,1,1,1,1,1,1,1,1,1,1060,1,1,1,119,1,295,259,462,383,1,1,1,380,1
7121,1578,3059,1,1,1,1,1,1,1,1,2142,1,1835,1,1,1,1,41870,1,758,1,1,1,2,1,1096,2668,167,503,1,1,1,923,1
7122,6480,6941,1,1,1,1,1,1,1,2982,1,1,1,1,1,1,1,1,1,1,276,1,1,1,1,604,234,1,333,286,1,1,1,11.5
7123,7737,7020,1,32666,1,657,1,1,1,1,2939,1,1,1,1,1,1,7249.5,141,207,1,1,1,172.5,1,1,1764,1,358,1,36,1,324,1
7124,2109,756,1,1,1,323,1,1,1,1,1,137,3011,1,1,1490,1,15227,1,454,1,115,1,1,71,1,1,1,117,1,1,1,523,1
7125,41,7194,1,1,1,20,1,1,164,1,23,1,1,1,15,1,1,11321,1,675,1,1,8.5,1434,39,1,192,1,1,1,1,1,1,1
7126,1034,4409,1,1,1,1,1,1,1,1,3305,1,1,1,1,1,1,49196,1,591,1,1,1,1,1025,1,1338,299,840,1,1,1,351.5,1
7127,7873,3423,1,1,1,1,1,1,1,1,10960,1,1,1,17329,1,1,8522,1,210,1,1,1,1,1,530,2447,370,143,1,1,1,687,1
7128,5783,7911,1,1,1,1,1,1,1,12008,3441,1,1,1,1,1,1,8639,1,337,1,45,1,183,1,856,493,1,53,1,1,1,1,440
7129,292,6763,6302,23812,1,1,1701,1,1,1,1,1,1,1,1,1,1,49332,1,444,257,467,1,1,150,113,511,1,339,1,1,1,32,1
7130,903,5395,1,1,1,1,1,1,1,9191,437,1,1,1,1,1,1,51214,1,1248,1,1,1,102.5,1,2143,1052.5,218,426,281,1,1,1789.5,1
7131,526,3848,1,1,35,1,1,1,1,1,1,1,2937,1,1283,1,1,12488,1,733,1,69,1,260,159,1,685,1,327,1,1,1,586.5,1
7132,8226,3439,1,1,1,70,1,1,1,6640,32048,1,1,1,1,1,1,1,1,1070,1,2,1,465,1,1,2440,592,1411,1,1,1,634,1
7133,2509,122,1,1,1,688,1,1,1,1005,1,1,1,1,1,1514,1,19977,374,429,111,112,1,29,1,520,395,1,507,156,1,1,685,1
7134,6790,953,856,1,1,1,1,1,1,1593,1,1,331,1,765,1,1,35538,56,1005,22,1,1,560,1,611,115,39,719.5,1,1,1,758,1
7135,8383,2213,1,23010,1,1,1,1,1,6793,1,1,1,1020,1,1,1,17818,1,563,1,113,1,246,1,542,676.5,1,694.5,929,1,1,399,1
7136,5648,8981,1,1,1,1,1,1,1,3115,942,1,1,1,1,1,1,26706,1,951,106,1,1,430,1,1090,967,1,470,157,16,1,459,1
7137,1121,5168,1,13,1,1,1,1,1,14818,4265,1,1,1,1,1,1,47006,204,360,1,1,1,636,1,833,680,218,554,1,1,1,1,1
7138,1293,4696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51286,69.5,1350,1,1,1,1,1,480,487,171,49,79,1,1,1349,1
7139,176,4014,1,1,1,1,1,1,1,1,3346.5,1,1,1,1,1,1,26918,277,904,1,1,1,158,1,177,1925,1,1,470,1,1,1338,1
7140,6749,3347,1,289,716,1,1,1,1,248,1,1,1,1,588,1,1,12039,80,929,665,1,1,1,163,631,778,28,1,27,14,1,928,95
7141,7147,4999,1,1,1,1,1,1,1,2742.5,5361.5,1,1,1,1,1,1,12218.5,1,869,1,1,1,13,36,417.5,850,1,167,220,1,1,179,1
7142,1502,1668,1,1,1,180,1,1,1,1,1,1,1,1,1,1,1,45447,1,651,1,1,1,71,1,246,1792,325,623,57,1,1,1565,1
7143,6884,2105,1,1,1,1,1,1,1,1686,1,1,1,1,1,1,1,22874,72,1411,224,1,1,1,1,853,532,1,657,1,105,1,933,1
7144,6680,4574,1,123,1,1,1,1,20,4239,1778.5,1,1,1,1668,1,1,7733,76,1,1,1,1,195,76,932,629,1,110,1,35,1,423,1
7145,1885,2221,997,1,3491,10424,1,1,1,1414,4513,1,1,1,6366,1,1,44377,35,1659,1,1,1,226,1,372,1691,1,989,1,497,1,436,1
7146,6887,6220,1,1,1,1,1,1,1,3483,1,1,1,1,1,1,1,35634,1,454,1,1,1,821,1,393,1,300,124,1,1,1,150,1
7147,7625,195,1,1,1,223,1,1,1,11399,34705.5,1,1,1,1,1,1,1,1,628,1,167,1,76,1,1153,1430,1,781,283,1,1,80,1
7148,1731,95,1,1,1,3702,1,1,1,1,8943,1,1,1,1,295,1,23776,1,323,1,1,1,240,1,103.5,1103,1,14,1,241,1,85,104
7149,1219,1575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37451,1,824,1,391,1,262,36,452,676,1,763,165.5,1,1,600,1
7150,977,5117,1,1,779,1,1,1,1,1,3009,1,1,1,1,1,1,30002.5,400,1492,1,1,657,1,1,1059,876,1,742,1307,1,1,1166,1
7151,583,3937,1,1,1,1,1,1,1,7670,3218,1,1,1,1283,1,1,5148.5,1,3207,1,69,1,521,159,228,1584,1,7,93,1,1,1,896.5
7152,6482,4950,1,1,360,1,1,1,1296,1,98,1,1,1,1,1,1,31749,1,97,58,24,1,28,1063,124,772.5,1,260,30,1,96,116,70
7153,1959,2154,1,1,1,10424,1,1,1,1,1135,1,1,1,6366,1,1,35853,1,539,1,1,1,783,1,1647,939,1,483,1,497,1,867,1
7154,52,3379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27467,1,555,1,1,1,280,237,914,811,1,244,1,1,1,1007.5,1
7155,6897,7606,1,1,1,1,1,1,1,2301,1,1,189.5,1,1,1,1,4355,31,151,1,1,1,1,1,445,96,1,348,1,1,1,73,1
7156,7551,5959,1,1705,1,1,439,1,1,653,852,1,1,1,6267,1,1,1,1,93,1,1,1,1,1,61,625,1,1,78,148,1,1,1
7157,661,5804,1,1,1,1,160,1,1,1,1,16,1,1,1,1,1,32328,1,1,1,1,1,1,442,336,1073,9,230,1,1,1,1,1
7158,923,5432,1,1,1,1,1,1,1,13692,10653,1,1,1,1,1,1,50581,209,1140.5,1,1,1,32,1,2479,2347,218,937,113,1,1,2047,1
7159,2052,966,3821.277275,1,1,1,1,1,1,1,1,137,1,1,1,1,1,49402,1,522,1,1,1,39,1,70.5,1002,1,241,127,1,1,178,1
7160,1573,1657,1,1,1,180,1,1,1,1,1,1,1,1,1,1,1,48433,1,4231,1,1,1,478,1,1,575,1016,1,1,1,1,805,1
7161,7338,6564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,162,25947,95,1,213,1,1,155,1,1,996,1,119,115.5,36,1,854,1
7162,7833,4679,665,1,1,1,1,1,1,7723,2980,1,1,1,1,1,1,2551.5,127,371,57,47,1,166,1,931,1206,1,173,101,1,1,624,1
7163,8195,3176,1,165,1,70,1,1,1,4386,1499,1,1,1,1,1,1,4846,1,1030,1,2,1,24,1,699,1187,592,537,99.5,1,1,507.5,1
7164,8382,255,1,591.5,1,1,1,1,1,2133,104,1,1,1686,1,1,1,15785,1,616,1,1,1,109.5,1,11,760,1,152,93,1,1,411,1
7165,7158,2410,1,14584,1,1,1,1,11,5114,1,1,1,1,1,1,1,1,1,263,1,3,1,145,205,714,1472,367,116.5,1,1,1,319,1
7166,1808,1414,1,1,1,180,1,1,1,791,2573,1,1,1,6366,1,1,31833.5,640,510,1,1,1,498.5,265,413.5,1028,65,131,130.5,497,1,1661,316
7167,7594,7659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19703,1,442,1,1,1,1,1,1,945,208,644,131,226,1,132,1
7168,553,2304,1,1,1,1,1,1,696,1,1,1,1,231,6130,1,1,10811.5,1,934,1,1,1,333,1,598,2453,50,50,592,662,1,1236,1
7169,246,6499,1,1,1,1,1,1,226,1,1,1,1,1,1,1,1,21995.5,75,808,1,1,115,437,256,749,299,10,186,93,1,1,862,1
7170,695,4165,1,1,1,1,1,1,1,1,6014,1,1,1,3115,1,1,1058,4,1232,1,1,1,722,1,430,2152,1,361,2,1,1,884,1
7171,1101,1842,1,1,1,1937,1,1,1,5056,11138,1,1,1,1,1,907,50422,1,1667,1,1,1,529,1,309,3597,325,665,1,1,1,954,1
7172,5562,8551,1,1,162,1,1,1,1,1325,317.5,1,1,483.5,1,1,1,31657,1,152,202,1,1,1,1,192,319,1,224,191,1,1,55,7
7173,1350,4693,1,1,1,7,1,1,1,1,1,48,1,1,1,1,1,49669,1,1,1,56,1,1,1,1,404,1,1,1,1,1,512,1
7174,7168,1519,377,1,1,1,1,1,1,5575,1781,1,194,3063,1,1,1,1,172,1,126,692,1,5,1,352,292,1,1,392,1,1,357,141
7175,2457,1528,1,1,1,1,1,1,69,1,1,1,4236,1,1,1,1,43806,85,402,470,1,1,22,99,134,759,592,522,1,1,1,1127,1
7176,6461,7017,1,17409,1,1,1,1,1,11733,7718,1,1,1,1,592.5,1,799,1,191,35,1,1,321,1,1264,1477,1,966,1,1,1,24,699
7177,104,5060,13,1,1,1,1,1,1,1,1640,1,290,1,1,1,1,5788,11,839,695,8,1,296,145,113,1036,1,855,1,1,1,444,1
7178,7974,523,1,1,1,1,1,1,1,1,32846,210,1,57359,1,1,1,1,1,48.5,1,1,1,76,1,1,560,63,512,973,1,1,138.5,1
7179,89,3184,1,1,200,1,1,1,1,2263,1,1,1,1,559,618,1,1,1,279,1,1,1,1,237,337,1940,1,664,1,1,1,309,1
7180,990,4585,1,1,1,1,1,1,1,1,1,1,1,1,47036,1,1,41469,4,1100,1,1,1,1018,1025,52,1007,139,571,460,1,1,690,1
7181,7972,5546,1,1,39,1,1,1,1,2363,4024,1,1,1,6267,1,1,8228.5,26,755,322.5,1,28.5,264,18,666,1034,1,972,1,148,1,727,1
7182,1125,3869,1,1,1,1,1,1,1,1094.021474,1,1,1,1,1,1,1,39682.5,1,934,1,1,1,478,1,1728,2660,1,155,1,1,1,1696,1
7183,1295,3833,1,1,1,1,1,39,1,963.5,1,1,1,1,2466,1,828.5,46595.5,1,1138,1,1,1,81,1,1,475,1,65,1,316,1,292.5,1
7184,7661,1723,1,1,1,1,1,1,1967,1,1,1,1,1,1,1,1,1005.5,1,20,1,1,1,35,1,1,189,1,593,20,1,1,6,58
7185,8341,1194,237.5,1,1,1,315,1,1,1457,1,1,1,1193,532,1,1,5444,186.5,59,238,1,1,75,1,502,11,1,763,610,1,15,1,1
7186,506,3891,1,1,1,1,1,1,1,1,3329,1,1,1,1283,1,1,8553,1,1772,1,1,1,1,159,1384,1179,1,1,1,1,1,22,1
7187,7996,870,1,1,145,1,7,1,1,3126.5,3358,1,1,2215,1,1,1,1,1,51,128.5,1,1,1,141,464,1167,1,53,492,1,1,1,1
7188,128,5404,1,1,2734,4648,1,1,1,2304,2403,1,1,1,10326,1684,1,4348,1,752,125,1,1,1,145,981,1287,631,292,1,53,197.5,1513,1
7189,1008,3773,1,1,1,1,1,1,1,1,1,1,4480,1,1,1,1,26027,1,428,1,1,1,123,334,236,1007,1,61,1,1,1,1480,1
7190,66,4819,1,1,1,1,1,1,1,112,1,1,1,1,1,1,1,19374,1,178.5,1,8,1,29,1,494,1037,120,1,1,1,1,263,1
7191,6801,4687,1,1,1,1,1,1,1296,6013,1,1,1,1,1668,1,1,10137.5,1,1001,21,1,1,607,1063,1097,548,84,1315,6,35,1,427,1
7192,336,5140,1,1,1,4648,1,25.5,1,127,1,1,1,1,1,1,1,47958,164,136,14.5,1,1,134.5,1,148,412,1,761,1,1,79,551,1
7193,6491,4181,1,1,1,1,1,1,1,5497,9657,1,1,1,1,2759,1,49156,1,172,1,2,1,122,1,1145,2214,52,698,372,1,13,1006,1
7194,1540,1189,1,1,1,1,1,1,2159,2480,983,1,1,1,1,2750,1,19426,1,530,1,391,1,55,674,495,389,1,562,1,1,1,132,1
7195,1588,3309,1,1,1,1,1,1,1,6084.5,20233,1,1,1,1,1,1,51356,255,1558,1,1,1,261,1,1573,2893,1,957,1,1,1,1194,1
7196,8232,709,1,1,1,2176,1,2013,1,2106.5,5201,1,1,651,1,1,1,6746,93,522,50.5,54,1,686,298,572,1071.5,1,36,255,1,1,178,13
7197,7305,3882,1,1,1,1,1,1,1,1,1,1,1,1,1253,1,1,624,1,1,11,1,1,64,1,238,103,1,1488,1,1,1,1,1
7198,71,5632,1,1,1,1,1,1,1,660,4994.5,1,1,1,10326,1,743,40531,1,92,144,1,1,153,145,496,1618.5,631,580,25,53,1,1171.5,1
7199,177,5991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7412,1,428,1,1,1,328,1,141,1,10,300,394,1,1,1029,1
7200,1933,921,1,1,1,323,1,1,1,441,1,137,12842,1,1,1,259,30900,1,1077,1,115,97,1,1,792.5,1170,1,50,547,1,1,819,659
7201,667,6074,1,1,1,1,1,1,1,1,1,16,1,1,1,1,1,31637,231,964,1,1,1,361,442,571,642.5,9,913,239,1,1,1306,61
7202,509,3187,1,1,1,1,1,1,1,1485,89,1,1,1,1,1,1,40969,1,625,1,425,1,353,858,660,932,1,955,1,255,1,250,1
7203,8219,1463,1,1,1,1,1,1,1,1,3421,1,1,1,532,1,1,7800,84,1,1,1,1,184,1,1,275,1,1,22,1,1,1,1
7204,564,3278,1,1,944,1,1,1,1,315,1,1,254,1,1,1,1,35735,1,1519,1,1,1,56,858,827,159,1,205,1,255,1,1077,1
7205,7237,4224,1,1,1,1,83,1,1,3198,1,1,1,1,1253,1,1,1,1,1,37.5,1,1,1,1,75,198,1,168,1,1,1,446,1
7206,6759,1875,1,1,1,1,123.5,1,1,1684,114,1,1,1,1,1,1,1426,378,978,1,1,192.5,16,1,792,1485,1,133,55,105,1,1,1
7207,1259,1247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49122,132.5,392,1,391,1,229,1,224,1403,1,1088,1,1,1,256.5,1
7208,1284,4512,1,47496,1,7,1,1,1,1469.5,1,1,1,1,5,1,1,28214,398,447,1,56,1,906,89,436.5,982,171,528,1,1,1,311.5,1
7209,7913,4728,1,1,1,1,1,1,1,2166,472,1,1,1,1,1,1,1895,1,50,38,47,1,237,1,201.5,709,1,181,101,1,1,120,1
7210,671,4133,1,1,1,1,1,1,1,1,272,1,1,1,3115,1,1,6763,1,376,1,1,1,1,1,90,1513,1,643,1,1,1,1053,1
7211,5555,8839,1,1,1,1,1,1,1,5719.5,5085,1,1,1,1,1,1,240,1,868,1,1,1,217,1,587,1260,1,89,1,16,1,1207,1
7212,1694,3665,1,1,297.5,1,1,1,1,3162,5347,1,4530,1,1,1,1,51152.5,1,935,1,291,1,178.5,1,644,1971.5,1,666,1,1,1,310.5,18
7213,7632,4076,1977,1,1,1,1,1,1,2088.5,1,1,1,602.5,1,1,1,37047,1,509,1,1,1,1,139,277.5,1159,1,14,194.5,1,1,231.5,1
7214,6817,7796,1,9346,1,1,1,1,1,1707,7727,1,1,1,1,1,1,1,1,1,1,1,1,264,1,318,727,1,1,1,1,1,182,1
7215,6247,8945,1,5244,1,1,1,1,1,1,642,1,1,1,1,1,1,16661,1,232,1,1,1,27,1,1,515,1,404,16,1,1,211,1
7216,6903,6234,1,1,1,1,1,1,1,1,8425,1,1,270,1,1,1,15378,1,159,235,1,1,1,1,443,843,300,726,678,1,213.5,532,1
7217,1643,1167,1,179,1,1,1,1262,1,1763,1,1,1,1,1,1,1,9139,1,914,1,391,1,68,1,814,1514,1,756,155,1,1,1,1
7218,6347,7554,1,1,1,1,1,1,1,1,4172,1,1,1,1,1,1,16274,280,341,389,1,133,436,1,1,728,662,288.5,48,1,1,1,1
7219,487,2266,1,1,1,1,1,1,14,533,631.5,1,1,1,6130,1,1,3796,1,1,1,1,1,1,1,1,2083.5,50,320,1,662,1,286,1
7220,515,5410,1,1,1,1377,1,193,1,1,1,1,1,1,1,1,1,28593,1,529,1,1,1,320,1,741,375,631,135,388,1,1,675,1
7221,6739,1925,1,1,1,1,182.5,1,1,1887,3643.5,1,1,1,1,61,1,1549,72,527,1,1,59.5,20,1,467,651,1,178,1,105,1,984,1
7222,7479,4484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,1,1,1,1,1,290,119,1,1,17,1,1,95,1
7223,6897,4302,1,2784.5,1,1,1,1,1,1,1,1,1,1,1668,1,1,1,1,628.5,1,1,1,1117,1,1,21,1,1,1,35,68,66,1
7224,47,5679,1,229.5,1,1,1,1,1,1,4004,1,1,1,1,1,1,8973,1,292.5,1,1,1,1,1,463,1899,631,112,41,1,1,1,1
7225,6675,5927,122,1,1,238,1,1,1,12601.5,5263.5,1,1,1,1,1,1,44646,404.5,982,107,1,17.5,756,1,1060.5,1513.5,1,859,1,96,1,1,143
7226,6872,2421,1,1,1,240,1,1,1,7379,16750,1,1,1,1,1,1,29989,207,593,1,1,1,24,1,694,2054,1,627,130.5,1,1,755,18
7227,429,6383,1,1,1,1,1,1,1,3194.5,653,1,1,1,1,1,1,28336,1,609.5,1,1,1,39,1,589.5,1442,10,599,63,1,1,965,1
7228,7304,6594,1,1,83,1,1,1,1,1,1,1,1,1,1,1254,1,297,1,364,169,1,1,1,1,1,1,1,1,1,36,43,81,1
7229,6920,8279,1,17813,1,1,1,1,1,1734,1,1,1,1,1,1659,1,6303.5,104,4,1,1,1,1,1,273,132,450,1,334,1,37,586,1
7230,6857,5230,1,1,1,1,1,1,1,719,1,1,1,1,1,1,1,48843,95,261,1,1,1,558.5,1,287,1025,8,630,666,1,1,510,1
7231,6143,6869,1,1,1,25587,1,1,1,1,1,1,1,1,1,1,1,31561,105,776,1,560,1,9,1,1,285,1,1,1,1,1,140,55
7232,2454,222,1,1,52.5,688,1,140,1,1,1,1,1,1,1,287.5,1,1107,442,780,1,112,1,1,1,382,268,1,681,386,1,142.5,1076,1
7233,8180,83,1,1,1,1,1,1,1,827,52289,1,1,1,1,1,1,1,49.5,1,1,1,1,1,1,369,1361,1,547,77,1,1,1,1
7234,6675,2972,1,30768.5,1,1,1,1,1,1,1,1,1,920,1,1,1,1,91,231,129,1,1,330,175,3319,1551,5,324,1,1,1,184,1
